session_id,user_id,age,platform,topic,persona,video_pause_density,video_rewind_density,video_rewind_distance_mean_s,video_same_segment_replay_count,video_forward_skip_density,video_forward_skip_distance_mean_s,video_slowdown_ratio,video_speedup_ratio,video_speed_change_count,video_completion_ratio,video_effective_watch_ratio,video_segment_coverage,video_pause_duration_mean_s,scroll_velocity_mean_px_s,scroll_velocity_std_px_s,scroll_reversal_rate,scroll_reversal_depth_mean_px,scroll_revisit_rate,scroll_concept_loop_count,scroll_reading_coverage,scroll_dwell_time_mean_s,scroll_dwell_time_variance_s,scroll_linear_reading_ratio,scroll_section_skip_count,scroll_reading_speed_wpm_estimate,typing_iki_mean_ms,typing_iki_std_ms,typing_iki_cv,typing_speed_cpm,typing_dwell_time_mean_ms,typing_dwell_time_std_ms,typing_flight_time_mean_ms,typing_flight_time_std_ms,typing_backspace_rate,typing_correction_burst_rate,typing_correction_burst_length_mean,typing_pause_before_typing_ms,typing_rhythm_entropy,typing_long_pause_rate,typing_acceleration,typing_error_correction_ratio,focus_loss_count,focus_loss_total_duration_s,focus_loss_ratio,focus_mean_loss_duration_s,focus_max_loss_duration_s,focus_rapid_tab_switch_rate,focus_return_latency_mean_s,focus_return_latency_std_s,focus_idle_ratio,focus_idle_bout_count,focus_active_engagement_ratio,focus_context_flag,quiz_score,quiz_first_attempt_accuracy,quiz_time_to_answer_mean_s,quiz_time_to_answer_std_s,quiz_time_to_answer_cv,quiz_hint_request_rate,quiz_max_hint_level_used,quiz_hint_dependency_ratio,quiz_answer_change_rate,quiz_confidence_mean,quiz_confidence_accuracy_correlation,quiz_confidence_mismatch,quiz_overconfidence_flag,quiz_underconfidence_flag,quiz_time_to_first_action_s,quiz_abandonment_rate,external_reference_count,external_llm_reference_count,external_search_reference_count,external_reference_site_count,external_time_ratio,external_llm_time_ratio,external_mean_duration_s,external_before_answer_rate,external_help_seeking_index,external_borrowed_knowledge_flag,personal_drift_zscore,confidence_gap,multi_modal_confusion_score,productive_struggle_score,unproductive_struggle_score,engagement_deviation,behavioral_instability_index,concept_loop_score,retention_risk_proxy,fatigue_proxy,comprehension_confidence,fatigue_label
session_00011,student_0011,22,College LMS,Data Structures,Focused Learner,0.372926,0.430886,0.973935,0.0,0.574689,0.0,0.083258,0.129966,1.0,0.804322,0.946084,0.809732,2.351085,211.612167,94.993636,0.0,0.0,0.18691,0.0,0.782781,12.980634,11.250467,0.80078,0.0,137.604362,294.781507,144.636076,0.490655,246.424949,93.333037,28.835957,54.881734,34.283636,0.073967,0.465259,0.769432,649.833254,0.666374,0.056461,72.193204,0.161178,1.0,8.245677,0.17124,9.41687,11.971072,0.0,4.122968,1.876017,0.069369,1.0,0.795284,1.0,0.889634,0.781084,13.145411,3.634095,0.276453,0.0,0.0,0.0,0.318805,0.892719,0.606737,0.003084,0.0,0.0,2.312688,0.034889,0.0,0.0,0.0,1.0,0.00523,0.038953,0.0,0.0,0.0,0.0,1.803195,0.003084,0.076872,0.053536,0.000261,0.406441,0.088584,0.062303,0.125267,0.14195,0.8,0
session_00012,student_0012,23,Coursera,Physics,Productive Struggler,1.970648,2.073056,34.812942,4.0,0.865221,14.8085,0.504293,0.17571,4.0,0.825047,1.153195,0.818582,45.498902,363.596298,427.194064,3.38913,612.225466,0.636413,6.0,0.907331,29.905375,443.341309,0.704594,2.0,83.888193,561.950468,448.830289,0.798701,203.003264,195.36256,73.663016,232.161868,143.394828,0.256507,1.597472,6.384398,3128.371029,1.758745,0.482527,-34.612108,0.570135,1.0,18.75342,0.23108,9.863495,21.592529,0.978728,11.523854,12.764433,0.250747,1.0,0.689521,1.0,0.532889,0.298244,46.848364,27.627741,0.589727,1.001244,1.0,0.206707,1.496881,0.613696,0.64455,0.080807,0.0,0.0,17.719737,0.132572,2.0,1.0,1.0,1.0,0.137086,0.095384,26.137082,0.286434,0.41237,0.0,3.254776,0.080807,0.574544,0.0,0.050911,-0.35724,0.288533,0.878804,0.396614,0.281404,0.6,1
session_00013,student_0013,20,LeetCode,Physics,Cognitively Fatigued Learner,1.973758,1.883103,26.277177,4.0,0.825056,3.794335,0.366578,0.151796,5.0,0.526243,0.739857,0.440611,48.174285,233.479316,278.21416,3.392664,433.641584,0.342267,2.0,0.522558,38.985834,454.496248,0.587042,1.0,190.494526,563.914034,430.715056,0.763796,194.611916,184.320632,75.001095,179.510456,155.542567,0.244338,1.796918,4.632007,3678.054764,1.591945,0.442556,-37.441991,0.517269,3.0,17.522246,0.276435,14.689582,21.324137,0.0,13.274785,7.377828,0.294241,1.0,0.619422,1.0,0.198196,0.0,54.193057,19.824289,0.365809,1.489144,2.0,0.806757,1.850387,0.524317,0.393199,0.326121,1.0,0.0,18.952152,0.130294,5.0,2.0,0.0,2.0,0.196588,0.10817,58.45725,0.457091,0.398491,0.0,3.068465,0.326121,0.534814,0.0,0.303167,-0.517731,0.247624,0.669645,0.66435,0.302868,0.3046,1
session_00014,student_0014,20,LeetCode,Physics,Distracted Learner,1.548113,1.665015,34.68792,2.0,2.808453,50.42348,0.321828,0.296932,5.0,0.371368,0.413592,0.164185,28.330691,677.092522,945.379643,4.202895,526.789775,0.335418,2.0,0.248307,22.390387,431.875557,0.458341,6.0,306.24362,506.746644,300.735013,0.593462,189.415655,180.472385,57.716756,167.613053,127.682486,0.194462,1.580301,4.70207,2223.728067,1.430692,0.231441,37.845462,0.393329,7.0,40.95297,0.745156,34.888418,46.872449,6.740495,28.780599,40.48737,0.445632,3.0,0.136622,1.0,0.359023,0.312635,52.163331,18.637148,0.357284,0.454243,0.0,0.214882,1.529532,0.615674,0.524233,0.256651,0.0,0.0,19.245015,0.409731,1.0,1.0,0.0,1.0,0.042105,0.0,15.336777,0.089889,0.174464,0.0,3.828221,0.256651,0.470625,0.0,0.135664,-2.495598,0.319281,0.556251,0.528376,0.469809,0.3416,0
session_00015,student_0015,19,LeetCode,Algorithms,Cramming Learner,1.655244,2.14781,39.056025,5.0,0.584704,10.058285,0.449886,0.027318,4.0,0.758937,1.131042,0.645637,26.299497,263.211591,411.004326,4.1941,662.588292,0.793669,5.0,0.77855,23.079778,338.580002,0.535547,1.0,144.065394,297.967495,239.970368,0.805358,232.904313,110.973282,37.801382,55.210016,116.502961,0.218098,1.964289,6.678064,3579.825127,1.120594,0.321673,-18.538342,0.516237,3.0,18.580168,0.253252,9.956298,20.558757,0.435887,7.17092,0.0,0.106736,0.0,0.733989,1.0,0.873857,0.772961,51.933556,15.979411,0.30769,1.219555,1.0,0.38042,1.393902,0.844286,0.818632,-0.029571,0.0,0.0,17.12066,0.000684,3.0,2.0,0.0,1.0,0.141416,0.028661,46.296536,0.201906,0.261251,0.0,2.747623,-0.029571,0.592773,0.385024,0.0,0.705567,0.209702,0.931223,0.300931,0.186152,0.7249,0
session_00016,student_0016,20,YouTube,Data Structures,Focused Learner,0.896518,0.731021,9.484003,0.0,0.849562,12.925437,0.057835,0.155999,1.0,0.876929,0.881788,0.913671,8.272343,299.43029,61.561298,1.211287,191.989662,0.120641,1.0,0.816929,0.637227,35.714529,0.812758,0.0,203.668742,226.405911,57.57174,0.254285,199.345161,101.484551,16.261833,50.561084,24.106829,0.065342,0.0,1.591946,1353.501877,0.490965,0.09129,74.256815,0.024106,0.0,2.599402,0.066213,8.177809,11.258287,1.310885,4.011939,1.041326,0.0,1.0,0.957477,1.0,0.793701,0.802375,24.26914,8.284429,0.341357,0.300692,0.0,0.210566,0.655537,0.863955,0.750183,0.070255,0.0,0.0,15.081542,0.023658,1.0,0.0,0.0,0.0,0.092297,0.024992,26.362311,0.06746,0.121744,0.0,0.58683,0.070255,0.127935,0.045827,0.010308,1.462014,0.067625,0.151325,0.159984,0.075616,0.8,0
session_00017,student_0017,23,GeeksForGeeks,Mathematics,Productive Struggler,1.368353,1.435637,25.419705,4.0,0.314741,27.736497,0.379674,0.0,5.0,0.951025,1.285082,0.891463,24.281846,239.14565,197.455887,2.605972,538.059128,0.501485,4.0,0.857359,20.547334,418.552835,0.68413,0.0,177.776284,248.523212,215.712345,0.867977,186.25896,104.314449,44.77775,124.60167,109.51453,0.259066,1.636248,3.4561,2695.371704,1.422573,0.335683,26.540047,0.322509,4.0,9.537933,0.188169,6.275547,17.280162,0.233453,7.697413,6.662282,0.185694,2.0,0.713675,1.0,0.628667,0.498969,39.328303,19.765813,0.502585,1.736884,2.0,0.312614,1.216747,0.568678,0.666988,-0.059989,0.0,0.0,14.748421,0.043012,1.0,0.0,2.0,1.0,0.254546,0.139482,35.743566,0.280074,0.444058,0.0,2.508301,-0.059989,0.507175,0.0,0.0,0.467554,0.235407,0.833828,0.334013,0.183489,0.606,0
session_00018,student_0018,21,GeeksForGeeks,Physics,Cognitively Fatigued Learner,1.316785,1.617701,25.799934,2.0,0.789811,8.964991,0.350436,0.084649,3.0,0.5595,0.823661,0.540554,46.230577,304.751125,388.948812,2.963268,488.911195,0.340857,3.0,0.568478,41.761846,474.76496,0.73083,3.0,40.0,802.270902,499.97284,0.623197,143.282562,247.526849,109.66424,289.702871,192.492771,0.210652,2.013052,6.509984,3707.935739,2.185081,0.520735,-85.35193,0.583186,1.0,20.263767,0.264594,10.452737,18.779892,0.410485,13.061314,16.844802,0.430256,3.0,0.631493,1.0,0.26011,0.103376,54.606254,23.149362,0.423932,0.769466,1.0,0.325918,1.46112,0.35191,0.56035,0.0918,0.0,0.0,21.549547,0.225098,0.0,2.0,1.0,1.0,0.055123,0.060023,34.203115,0.183206,0.232765,0.0,3.568373,0.0918,0.484654,0.0,0.197532,-0.231513,0.272653,0.669175,0.554505,0.368255,0.3884,1
session_00019,student_0019,21,LeetCode,Algorithms,Distracted Learner,1.15818,0.911349,12.242036,1.0,1.735561,31.436823,0.202358,0.317682,2.0,0.41899,0.691045,0.354148,24.146392,468.828514,672.505012,2.328632,339.805618,0.313479,3.0,0.289286,24.931956,271.505589,0.627756,5.0,252.191256,410.787441,257.950888,0.627942,211.2031,133.984279,51.152832,86.469824,98.778365,0.199274,0.819315,2.645531,766.775884,1.134742,0.293345,9.559295,0.311092,7.0,29.690325,0.71782,30.039109,31.322398,5.321545,20.955754,23.995007,0.212804,2.0,0.222033,1.0,0.499149,0.447071,35.820503,17.555577,0.490099,0.707483,1.0,0.199586,0.664935,0.577414,0.671457,0.078266,0.0,0.0,15.973649,0.264579,2.0,2.0,0.0,1.0,0.0,0.059433,40.619242,0.29163,0.287813,0.0,3.03866,0.078266,0.339111,0.0,0.030327,-1.806042,0.254313,0.548937,0.434504,0.385155,0.446,0
session_00020,student_0020,22,College LMS,Machine Learning,Cramming Learner,2.077035,2.168435,50.443161,5.0,0.873489,32.555605,0.457041,0.05381,7.0,0.729705,1.081855,0.734546,35.597241,233.022645,477.463813,5.380163,841.417168,0.612318,4.0,0.721748,38.684969,560.454675,0.477324,2.0,130.770236,400.408159,333.432095,0.832731,176.388345,144.87897,74.009526,131.463192,136.980289,0.347924,2.533908,5.692427,3702.995057,1.801892,0.409832,-55.422122,0.601105,2.0,14.280805,0.1907,9.754267,9.71219,0.328045,13.408509,15.120619,0.272399,1.0,0.724961,1.0,0.739779,0.591959,63.678412,30.733394,0.482634,0.877113,2.0,0.218327,1.93275,0.622792,0.659564,-0.116988,0.0,0.0,20.766981,0.064384,2.0,1.0,1.0,1.0,0.115738,0.054388,47.337277,0.136766,0.092893,0.0,4.005269,-0.116988,0.658447,0.099176,0.0,0.899077,0.301977,0.870773,0.356217,0.232469,0.65,0
session_00021,student_0021,24,LeetCode,Operating Systems,Focused Learner,0.833527,0.956026,17.606747,1.0,0.617976,12.985217,0.167359,0.202275,3.0,0.848204,0.972468,0.886454,18.144375,225.355785,334.008887,1.301836,364.12992,0.09432,1.0,0.77135,13.743517,216.502422,0.781929,0.0,215.707446,346.442719,197.051937,0.568786,191.349938,99.100692,40.629208,122.065507,59.055225,0.13893,0.779146,4.041773,1716.811449,0.891862,0.086375,51.118294,0.346873,4.0,17.55905,0.173884,6.834785,18.103361,0.0,3.88176,3.431484,0.076831,0.0,0.741029,1.0,0.885993,0.850251,19.47895,9.341857,0.479587,0.28243,0.0,0.066866,0.548178,0.898764,0.763839,0.01277,0.0,0.0,6.333445,0.144691,1.0,0.0,0.0,0.0,0.0,0.0,1.883863,0.0,0.078567,0.0,1.607936,0.01277,0.206959,0.159572,0.003287,-0.267786,0.176479,0.253662,0.150512,0.163272,0.8,0
session_00022,student_0022,23,Coursera,Computer Networks,Productive Struggler,0.724898,1.861012,20.999092,2.0,0.146,6.87143,0.402103,0.06706,3.0,0.861647,1.049141,0.809942,24.971278,144.594471,170.091113,2.862677,615.39561,0.508705,3.0,0.817907,37.772828,483.444958,0.671505,0.0,46.668822,439.820456,326.054838,0.741336,131.955496,161.150626,33.339805,133.671248,122.853157,0.212176,1.466452,4.187864,2706.98473,1.514607,0.326824,-48.912647,0.53247,3.0,12.573244,0.194,9.959655,14.107794,1.328748,6.061502,7.389437,0.182673,2.0,0.669753,1.0,0.635387,0.415262,38.547371,18.976184,0.492282,1.713758,2.0,0.515255,1.411994,0.709864,0.649276,0.074477,0.0,0.0,17.285215,0.062299,3.0,2.0,1.0,2.0,0.194014,0.076478,74.870849,0.322031,0.54066,0.0,3.321809,0.074477,0.48851,0.0,0.040921,0.411632,0.243937,0.725124,0.397961,0.23536,0.6,0
session_00023,student_0023,21,GeeksForGeeks,DBMS,Cognitively Fatigued Learner,1.964324,1.487775,22.492869,3.0,1.488285,8.113785,0.415542,0.134654,7.0,0.529632,0.879013,0.456026,51.953355,250.367578,447.832734,4.106769,442.968766,0.391882,3.0,0.501876,34.798998,402.537559,0.638564,4.0,174.564931,586.90195,404.266437,0.688814,152.16089,178.969737,81.75612,194.439828,183.800565,0.20365,1.720674,5.807784,2841.015003,1.909228,0.536785,-38.795456,0.512212,3.0,19.234214,0.275518,11.494265,22.809533,1.878864,8.733292,15.87361,0.433143,4.0,0.621166,1.0,0.289541,0.162353,46.214778,21.580881,0.466969,1.093734,1.0,0.221633,2.053529,0.248705,0.730395,-0.040836,0.0,0.0,20.998894,0.169838,2.0,1.0,1.0,0.0,0.09355,0.03941,35.182556,0.250967,0.281936,0.0,2.998457,-0.040836,0.545481,0.0,0.180857,-0.551329,0.263914,0.797294,0.536423,0.323503,0.4163,1
session_00024,student_0024,18,YouTube,Data Structures,Distracted Learner,0.751012,1.176411,9.238354,2.0,1.289735,31.499415,0.143157,0.263021,4.0,0.529237,0.695652,0.375689,18.935895,516.143596,577.921061,2.665204,298.049173,0.281714,2.0,0.460589,21.858571,204.297768,0.576604,7.0,246.799656,374.2532,246.728013,0.659254,244.444091,127.479327,41.524583,139.095407,99.423862,0.172881,0.798834,2.928566,829.518291,0.788541,0.315856,-64.689955,0.300679,6.0,32.76099,0.527039,26.404665,30.711319,5.272307,25.485167,34.22757,0.360559,2.0,0.379494,1.0,0.380529,0.294854,38.845439,11.208098,0.288531,0.86988,0.0,0.169819,0.871853,0.669412,0.397394,0.288882,0.0,0.0,6.843727,0.313517,2.0,2.0,1.0,1.0,0.177842,0.016164,45.249825,0.235876,0.154298,0.0,2.291281,0.288882,0.362923,0.0,0.119652,-0.854466,0.233074,0.538349,0.454164,0.345592,0.4093,0
session_00025,student_0025,20,LeetCode,Mathematics,Cramming Learner,1.444361,1.608632,26.898473,4.0,1.009573,0.0,0.293655,0.095458,4.0,0.867522,1.20078,0.768995,23.126227,351.956377,550.780253,3.31098,555.23304,0.433961,5.0,0.78591,29.395573,353.850339,0.559314,1.0,163.588197,334.864707,211.479269,0.631536,170.141558,121.983892,44.756538,173.97192,113.171038,0.266844,1.632488,5.609203,2982.320349,1.001442,0.305045,-16.285705,0.48404,3.0,19.40623,0.299747,9.744544,21.980218,0.0,8.838237,14.069712,0.181009,1.0,0.612913,1.0,0.681741,0.532826,52.140809,21.354559,0.409556,0.846025,1.0,0.313129,1.521424,0.687559,0.773409,0.005818,0.0,0.0,17.205598,0.097193,3.0,0.0,1.0,2.0,0.119101,0.003407,44.72645,0.154826,0.264937,0.0,2.663029,0.005818,0.519198,0.0,0.003524,-0.124743,0.235348,0.81132,0.344612,0.23083,0.65,0
